Player,S/C,Pos,GP,G,A,P,+/-,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP
Nathan Bastian,R,R,169.0,23.0,22.0,45.0,-15.0,0.27,20.0,41.0,3.0,4.0,0.0,0.0,0.0,3.0,216.0,10.7,11.483333333333333
Nathan Beaulieu,L,D,76.0,0.0,8.0,8.0,-30.0,0.11,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,13.816666666666666
Nathan MacKinnon,R,C,218.0,125.0,214.0,339.0,86.0,1.56,96.0,230.0,29.0,109.0,0.0,0.0,5.0,23.0,,11.7,22.133333333333333
Nathan Walker,L,L,131.0,17.0,18.0,35.0,10.0,0.27,17.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,124.0,13.7,10.75
Nazem Kadri,L,C,235.0,81.0,137.0,218.0,-6.0,0.93,52.0,148.0,29.0,70.0,0.0,0.0,2.0,14.0,791.0,10.2,18.25
Neal Pionk,R,D,241.0,18.0,82.0,100.0,2.0,0.41,15.0,76.0,3.0,23.0,0.0,1.0,2.0,4.0,428.0,4.2,21.3
Nic Dowd,R,C,193.0,35.0,36.0,71.0,14.0,0.37,34.0,68.0,0.0,1.0,1.0,2.0,0.0,5.0,213.0,16.4,14.266666666666667
Nic Petan,L,C,34.0,1.0,6.0,7.0,-4.0,0.21,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,2.4,10.766666666666667
Nicholas Paul,L,L,242.0,57.0,53.0,110.0,-19.0,0.45,40.0,87.0,15.0,20.0,2.0,3.0,0.0,8.0,439.0,13.0,16.65
Nicholas Robertson,L,L,81.0,17.0,16.0,33.0,2.0,0.41,16.0,30.0,1.0,3.0,0.0,0.0,1.0,2.0,137.0,12.4,11.15
Nick Bjugstad,R,C,211.0,46.0,41.0,87.0,22.0,0.41,40.0,77.0,4.0,8.0,2.0,2.0,1.0,3.0,391.0,11.8,15.05
Nick Blankenburg,R,D,55.0,6.0,12.0,18.0,-18.0,0.33,5.0,13.0,1.0,5.0,0.0,0.0,0.0,2.0,73.0,8.2,18.316666666666666
Nick Bonino,L,C,187.0,27.0,23.0,50.0,-42.0,0.27,23.0,41.0,3.0,8.0,1.0,1.0,0.0,0.0,259.0,10.4,15.366666666666667
Nick Cicek,L,D,16.0,0.0,4.0,4.0,-7.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.416666666666666
Nick Cousins,L,C,216.0,25.0,39.0,64.0,-8.0,0.3,22.0,60.0,3.0,4.0,0.0,0.0,0.0,6.0,316.0,7.9,11.85
Nick DeSimone,R,D,38.0,2.0,5.0,7.0,-1.0,0.18,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,6.3,13.25
Nick Foligno,L,L,198.0,29.0,47.0,76.0,-24.0,0.38,18.0,53.0,10.0,22.0,1.0,1.0,0.0,1.0,316.0,9.2,14.416666666666666
Nick Holden,L,D,141.0,7.0,28.0,35.0,0.0,0.25,7.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,148.0,4.7,18.4
Nick Jensen,R,D,231.0,11.0,53.0,64.0,22.0,0.28,11.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,268.0,4.1,19.866666666666667
Nick Leddy,L,D,235.0,8.0,67.0,75.0,-12.0,0.32,7.0,66.0,0.0,7.0,1.0,2.0,0.0,1.0,232.0,3.5,21.65
Nick Perbix,R,D,146.0,7.0,37.0,44.0,19.0,0.3,7.0,44.0,0.0,0.0,0.0,0.0,1.0,3.0,168.0,4.2,16.283333333333335
Nick Ritchie,L,L,131.0,25.0,24.0,49.0,-34.0,0.37,20.0,35.0,5.0,14.0,0.0,0.0,0.0,2.0,213.0,11.7,13.183333333333334
Nick Schmaltz,R,C,205.0,67.0,111.0,178.0,-11.0,0.87,46.0,135.0,20.0,41.0,1.0,2.0,1.0,9.0,413.0,16.2,19.05
Nick Seeler,L,D,191.0,6.0,24.0,30.0,7.0,0.16,6.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,216.0,2.8,15.083333333333334
Nick Suzuki,R,C,246.0,80.0,124.0,204.0,-56.0,0.83,49.0,130.0,27.0,68.0,4.0,6.0,1.0,7.0,533.0,15.0,20.95
Nicklas Backstrom,L,C,94.0,13.0,40.0,53.0,-36.0,0.56,6.0,28.0,7.0,25.0,0.0,0.0,1.0,1.0,139.0,9.4,16.983333333333334
Nico Hischier,L,C,222.0,79.0,128.0,207.0,27.0,0.93,58.0,152.0,17.0,48.0,4.0,7.0,3.0,15.0,591.0,13.4,19.366666666666667
Nico Sturm,L,C,211.0,28.0,31.0,59.0,-45.0,0.28,24.0,55.0,1.0,1.0,3.0,3.0,0.0,1.0,289.0,9.7,13.716666666666667
Nicolas Aube-Kubel,R,R,187.0,21.0,30.0,51.0,16.0,0.27,21.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,212.0,9.9,11.016666666666667
Nicolas Deslauriers,L,L,221.0,15.0,14.0,29.0,-29.0,0.13,13.0,27.0,0.0,0.0,2.0,2.0,0.0,1.0,209.0,7.2,10.033333333333333
Nicolas Hague,L,D,206.0,9.0,34.0,43.0,8.0,0.21,9.0,43.0,0.0,0.0,0.0,0.0,1.0,2.0,324.0,2.8,18.4
Nicolas Meloche,R,D,50.0,2.0,5.0,7.0,-17.0,0.14,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,5.6,16.883333333333333
Nicolas Roy,R,C,213.0,42.0,68.0,110.0,30.0,0.52,35.0,89.0,6.0,18.0,1.0,3.0,1.0,10.0,358.0,11.7,16.0
Nikita Alexandrov,L,C,51.0,3.0,6.0,9.0,-4.0,0.18,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,9.233333333333333
Nikita Kucherov,L,R,210.0,99.0,227.0,326.0,7.0,1.55,69.0,193.0,30.0,133.0,0.0,0.0,1.0,11.0,733.0,13.5,20.683333333333334
Nikita Okhotiuk,L,D,67.0,3.0,9.0,12.0,-25.0,0.18,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,4.8,15.233333333333333
Nikita Zadorov,L,D,231.0,24.0,39.0,63.0,21.0,0.27,24.0,61.0,0.0,1.0,0.0,1.0,0.0,3.0,326.0,7.4,17.716666666666665
Nikita Zaitsev,R,D,146.0,5.0,21.0,26.0,-21.0,0.18,5.0,22.0,0.0,2.0,0.0,2.0,0.0,0.0,116.0,4.3,17.4
Niko Mikkola,L,D,217.0,7.0,29.0,36.0,11.0,0.17,6.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,213.0,3.3,18.3
Nikolai Knyzhov,L,D,22.0,1.0,1.0,2.0,-19.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.3,16.833333333333332
Nikolaj Ehlers,L,L,189.0,65.0,89.0,154.0,43.0,0.81,58.0,126.0,7.0,28.0,0.0,0.0,2.0,9.0,610.0,10.7,16.533333333333335
Nils Aman,L,C,111.0,7.0,16.0,23.0,-15.0,0.21,7.0,21.0,0.0,0.0,0.0,2.0,0.0,1.0,78.0,9.0,11.783333333333333
Nils Hoglander,L,L,165.0,37.0,26.0,63.0,13.0,0.38,36.0,60.0,1.0,3.0,0.0,0.0,0.0,5.0,281.0,13.2,12.45
Nils Lundkvist,R,D,144.0,9.0,30.0,39.0,12.0,0.27,7.0,32.0,2.0,7.0,0.0,0.0,1.0,2.0,199.0,4.5,15.0
Nino Niederreiter,L,R,230.0,66.0,53.0,119.0,28.0,0.52,55.0,103.0,11.0,16.0,0.0,0.0,0.0,10.0,495.0,13.3,15.366666666666667
Noah Cates,L,L,157.0,24.0,41.0,65.0,-1.0,0.41,19.0,52.0,4.0,9.0,1.0,4.0,0.0,7.0,208.0,11.5,15.816666666666666
Noah Dobson,R,D,237.0,36.0,134.0,170.0,13.0,0.72,27.0,104.0,9.0,65.0,0.0,1.0,2.0,10.0,570.0,6.3,22.116666666666667
Noah Gregor,L,L,183.0,24.0,28.0,52.0,-37.0,0.28,22.0,46.0,1.0,4.0,1.0,2.0,0.0,3.0,385.0,6.2,13.1
Noah Hanifin,L,D,242.0,30.0,103.0,133.0,48.0,0.55,23.0,95.0,7.0,34.0,0.0,4.0,0.0,3.0,529.0,5.7,22.516666666666666
Noah Juulsen,R,D,74.0,1.0,8.0,9.0,-4.0,0.12,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.4,14.883333333333333
Noel Acciari,R,C,152.0,21.0,17.0,38.0,-9.0,0.25,21.0,36.0,0.0,0.0,0.0,2.0,0.0,4.0,193.0,10.9,13.516666666666667
Nolan Foote,L,L,17.0,5.0,1.0,6.0,4.0,0.35,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,9.2
Nolan Patrick,R,C,25.0,2.0,5.0,7.0,1.0,0.28,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,5.9,11.5
Olen Zellweger,L,D,26.0,2.0,7.0,9.0,-6.0,0.35,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,5.9,19.283333333333335
Oliver Bjorkstrand,R,R,243.0,68.0,93.0,161.0,-56.0,0.66,46.0,107.0,22.0,54.0,0.0,0.0,1.0,5.0,599.0,11.4,16.583333333333332
Oliver Ekman-Larsson,L,D,213.0,16.0,67.0,83.0,-9.0,0.39,12.0,57.0,4.0,25.0,0.0,1.0,1.0,4.0,381.0,4.2,20.3
Oliver Kylington,L,D,106.0,12.0,27.0,39.0,28.0,0.37,11.0,36.0,1.0,3.0,0.0,0.0,0.0,2.0,180.0,6.7,17.883333333333333
Oliver Wahlstrom,R,R,140.0,22.0,24.0,46.0,-7.0,0.33,15.0,35.0,7.0,11.0,0.0,0.0,0.0,3.0,268.0,8.2,11.866666666666667
Olle Lycksell,L,R,26.0,1.0,5.0,6.0,-3.0,0.23,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.9,10.133333333333333
Olli Juolevi,L,D,18.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.75
Olli Maatta,L,D,216.0,11.0,38.0,49.0,22.0,0.23,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,6.4,17.7
Ondrej Kase,R,R,51.0,14.0,13.0,27.0,4.0,0.53,9.0,18.0,4.0,8.0,1.0,1.0,0.0,2.0,119.0,11.8,13.933333333333334
Ondrej Palat,L,L,197.0,37.0,66.0,103.0,11.0,0.52,34.0,88.0,3.0,14.0,0.0,1.0,2.0,6.0,330.0,11.2,15.95
Oskar Lindblom,L,L,153.0,18.0,23.0,41.0,-28.0,0.27,18.0,39.0,0.0,2.0,0.0,0.0,0.0,1.0,202.0,8.9,12.25
Oskar Steen,R,C,57.0,4.0,4.0,8.0,-3.0,0.14,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,7.4,9.783333333333333
Oskar Sundqvist,R,C,197.0,24.0,48.0,72.0,-5.0,0.37,17.0,56.0,6.0,13.0,1.0,3.0,0.0,1.0,207.0,11.6,13.683333333333334
Otto Koivula,L,L,16.0,0.0,4.0,4.0,-1.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.8
Owen Power,L,D,163.0,12.0,59.0,71.0,21.0,0.44,12.0,55.0,0.0,14.0,0.0,2.0,1.0,2.0,248.0,4.8,23.3
Owen Tippett,R,R,218.0,65.0,58.0,123.0,-24.0,0.56,51.0,100.0,14.0,23.0,0.0,0.0,2.0,9.0,646.0,10.1,15.966666666666667
P.K. Subban,R,D,77.0,5.0,17.0,22.0,-8.0,0.29,5.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,114.0,4.4,18.3
Parker Kelly,L,C,176.0,16.0,18.0,34.0,-21.0,0.19,14.0,30.0,0.0,0.0,2.0,4.0,0.0,1.0,193.0,8.3,11.066666666666666
Parker Wotherspoon,L,D,53.0,0.0,9.0,9.0,11.0,0.17,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,16.733333333333334
Patric Hornqvist,R,R,87.0,12.0,19.0,31.0,-9.0,0.36,9.0,23.0,3.0,8.0,0.0,0.0,0.0,1.0,205.0,5.9,11.816666666666666
Patrice Bergeron,R,C,151.0,52.0,71.0,123.0,61.0,0.81,33.0,76.0,17.0,42.0,2.0,5.0,0.0,11.0,542.0,9.6,17.766666666666666
Patrick Brown,R,C,116.0,8.0,14.0,22.0,-21.0,0.19,7.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,118.0,6.8,11.533333333333333
Patrick Kane,L,R,201.0,67.0,129.0,196.0,-46.0,0.98,52.0,128.0,15.0,68.0,0.0,0.0,3.0,10.0,661.0,10.1,20.05
Patrick Maroon,L,L,212.0,20.0,37.0,57.0,4.0,0.27,17.0,49.0,3.0,8.0,0.0,0.0,0.0,0.0,220.0,9.1,11.733333333333333
Patrik Laine,R,L,129.0,54.0,63.0,117.0,-29.0,0.91,40.0,85.0,14.0,32.0,0.0,0.0,3.0,8.0,392.0,13.8,18.45
Patrik Nemeth,L,D,138.0,2.0,10.0,12.0,-16.0,0.09,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,1.8,17.25
Paul Byron,L,L,27.0,4.0,3.0,7.0,-8.0,0.26,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,12.1,12.6
Paul Cotter,L,C,138.0,22.0,23.0,45.0,-15.0,0.33,20.0,41.0,2.0,4.0,0.0,0.0,0.0,1.0,187.0,11.8,12.566666666666666
Paul Stastny,L,C,144.0,30.0,37.0,67.0,18.0,0.47,24.0,55.0,6.0,12.0,0.0,0.0,0.0,5.0,221.0,13.6,14.783333333333333
Pavel Buchnevich,L,L,216.0,83.0,123.0,206.0,46.0,0.95,55.0,139.0,24.0,58.0,4.0,9.0,3.0,10.0,529.0,15.7,19.2
Pavel Dorofeyev,L,L,67.0,20.0,13.0,33.0,12.0,0.49,18.0,29.0,2.0,4.0,0.0,0.0,0.0,4.0,138.0,14.5,13.333333333333334
Pavel Mintyukov,L,D,63.0,4.0,24.0,28.0,-20.0,0.44,4.0,20.0,0.0,7.0,0.0,1.0,0.0,0.0,88.0,4.6,18.85
Pavel Zacha,L,C,230.0,57.0,95.0,152.0,17.0,0.66,44.0,120.0,13.0,31.0,0.0,1.0,2.0,10.0,427.0,13.4,17.0
Pavol Regenda,L,L,19.0,1.0,2.0,3.0,-4.0,0.16,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.2,10.816666666666666
Peyton Krebs,L,C,211.0,20.0,45.0,65.0,-32.0,0.31,18.0,51.0,1.0,13.0,1.0,1.0,0.0,4.0,208.0,9.6,13.533333333333333
Phil Kessel,R,R,164.0,22.0,66.0,88.0,-31.0,0.54,18.0,65.0,4.0,23.0,0.0,0.0,0.0,0.0,324.0,6.8,14.75
Philip Broberg,L,D,81.0,2.0,11.0,13.0,-5.0,0.16,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,3.0,12.7
Philip Tomasino,R,C,148.0,23.0,47.0,70.0,1.0,0.47,16.0,51.0,7.0,19.0,0.0,0.0,0.0,5.0,227.0,10.1,12.666666666666666
Philipp Kurashev,L,C,212.0,33.0,67.0,100.0,-92.0,0.47,25.0,72.0,8.0,28.0,0.0,0.0,2.0,6.0,330.0,10.0,16.55
Philippe Myers,R,D,43.0,2.0,5.0,7.0,3.0,0.16,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.6,13.65
Phillip Danault,L,C,239.0,62.0,90.0,152.0,18.0,0.64,54.0,112.0,8.0,33.0,0.0,7.0,1.0,8.0,505.0,12.3,18.166666666666668
Phillip Di Giuseppe,L,L,81.0,11.0,11.0,22.0,-2.0,0.27,11.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,123.0,8.9,13.016666666666667
Pierre Engvall,L,L,228.0,42.0,51.0,93.0,25.0,0.41,36.0,77.0,4.0,13.0,2.0,3.0,0.0,8.0,413.0,10.2,14.066666666666666
Pierre-Edouard Bellemare,L,L,193.0,17.0,23.0,40.0,19.0,0.21,15.0,36.0,0.0,0.0,2.0,4.0,0.0,1.0,159.0,10.7,12.016666666666667
Pierre-Luc Dubois,L,L,236.0,71.0,92.0,163.0,-10.0,0.69,38.0,113.0,33.0,50.0,0.0,0.0,1.0,11.0,584.0,12.2,17.65
Pierre-Olivier Joseph,L,D,131.0,7.0,25.0,32.0,3.0,0.24,6.0,29.0,1.0,3.0,0.0,0.0,0.0,2.0,157.0,4.5,15.266666666666667
Pius Suter,L,C,228.0,43.0,46.0,89.0,3.0,0.39,38.0,78.0,2.0,8.0,3.0,3.0,0.0,7.0,377.0,11.4,15.516666666666667
Pontus Holmberg,L,R,91.0,12.0,18.0,30.0,11.0,0.33,11.0,29.0,1.0,1.0,0.0,0.0,0.0,3.0,81.0,14.8,11.1
Quinn Hughes,L,D,236.0,32.0,204.0,236.0,63.0,1.0,25.0,130.0,7.0,103.0,0.0,3.0,2.0,3.0,503.0,6.4,25.183333333333334
Quinton Byfield,L,R,173.0,28.0,59.0,87.0,25.0,0.5,21.0,71.0,7.0,16.0,0.0,0.0,0.0,5.0,274.0,10.2,14.75
Radek Faksa,L,C,232.0,23.0,35.0,58.0,-11.0,0.25,18.0,49.0,1.0,1.0,4.0,8.0,0.0,6.0,248.0,9.3,14.016666666666667
Radim Simek,L,D,80.0,2.0,3.0,5.0,-26.0,0.06,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.1,14.016666666666667
Radim Zohorna,L,L,60.0,7.0,7.0,14.0,11.0,0.23,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,12.5,9.733333333333333
Radko Gudas,R,D,215.0,11.0,40.0,51.0,55.0,0.24,10.0,49.0,0.0,0.0,1.0,2.0,0.0,0.0,298.0,3.7,18.25
Rafael Harvey-Pinard,L,L,83.0,17.0,14.0,31.0,3.0,0.37,12.0,25.0,4.0,4.0,1.0,2.0,0.0,1.0,90.0,18.9,14.533333333333333
Rasmus Andersson,R,D,239.0,24.0,114.0,138.0,24.0,0.58,19.0,86.0,3.0,48.0,2.0,4.0,2.0,8.0,470.0,5.1,23.516666666666666
Rasmus Asplund,L,C,126.0,10.0,25.0,35.0,-11.0,0.28,6.0,29.0,2.0,4.0,2.0,2.0,1.0,1.0,184.0,5.4,13.066666666666666
Rasmus Dahlin,L,D,239.0,48.0,137.0,185.0,-13.0,0.77,33.0,111.0,15.0,73.0,0.0,1.0,2.0,7.0,609.0,7.9,25.066666666666666
Rasmus Kupari,R,C,151.0,8.0,21.0,29.0,-15.0,0.19,6.0,24.0,1.0,3.0,1.0,2.0,0.0,1.0,132.0,6.1,10.566666666666666
Rasmus Ristolainen,R,D,171.0,6.0,34.0,40.0,-19.0,0.23,4.0,31.0,1.0,6.0,1.0,3.0,0.0,0.0,229.0,2.6,19.533333333333335
Rasmus Sandin,L,D,190.0,15.0,59.0,74.0,-1.0,0.39,15.0,55.0,0.0,19.0,0.0,0.0,0.0,4.0,206.0,7.3,19.333333333333332
Reese Johnson,R,C,136.0,7.0,10.0,17.0,-48.0,0.13,7.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,5.4,10.883333333333333
Reilly Smith,L,R,210.0,55.0,79.0,134.0,18.0,0.64,39.0,101.0,10.0,25.0,6.0,8.0,1.0,10.0,482.0,11.4,16.883333333333333
Rem Pitlick,L,C,121.0,21.0,31.0,52.0,-30.0,0.43,19.0,48.0,1.0,2.0,1.0,2.0,1.0,2.0,108.0,19.4,14.25
Rickard Rakell,R,R,222.0,63.0,75.0,138.0,-1.0,0.62,43.0,101.0,20.0,37.0,0.0,0.0,1.0,6.0,592.0,10.6,17.683333333333334
Ridly Greig,L,C,92.0,15.0,20.0,35.0,11.0,0.38,12.0,29.0,2.0,5.0,1.0,1.0,0.0,1.0,127.0,11.8,14.35
Riley Nash,R,C,50.0,0.0,4.0,4.0,-5.0,0.08,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,11.416666666666666
Riley Sheahan,L,C,71.0,4.0,13.0,17.0,4.0,0.24,4.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,69.0,5.8,11.933333333333334
Riley Stillman,L,D,102.0,3.0,17.0,20.0,-21.0,0.2,3.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,3.5,14.85
Riley Tufte,L,L,18.0,2.0,1.0,3.0,-3.0,0.17,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,15.4,8.416666666666666
Robby Fabbri,L,C,152.0,42.0,36.0,78.0,-37.0,0.51,28.0,50.0,14.0,28.0,0.0,0.0,1.0,7.0,255.0,16.5,15.083333333333334
Robert Bortuzzo,R,D,143.0,3.0,8.0,11.0,5.0,0.08,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,3.4,13.383333333333333
Robert Hagg,L,D,107.0,3.0,13.0,16.0,-18.0,0.15,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2.9,15.683333333333334
Robert Thomas,R,C,227.0,64.0,164.0,228.0,18.0,1.0,44.0,158.0,16.0,63.0,4.0,7.0,2.0,11.0,391.0,16.4,19.75
Robin Salo,L,D,32.0,3.0,6.0,9.0,-5.0,0.28,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,9.1,14.8
Roman Josi,L,D,229.0,64.0,176.0,240.0,30.0,1.05,36.0,145.0,28.0,94.0,0.0,1.0,3.0,12.0,818.0,7.8,25.116666666666667
Ronnie Attard,R,D,29.0,2.0,4.0,6.0,-1.0,0.21,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.7,16.1
Roope Hintz,L,C,233.0,104.0,108.0,212.0,72.0,0.91,69.0,137.0,26.0,64.0,9.0,11.0,3.0,18.0,579.0,18.0,17.616666666666667
Ross Colton,L,C,240.0,55.0,56.0,111.0,-12.0,0.46,47.0,92.0,8.0,19.0,0.0,0.0,0.0,9.0,458.0,12.0,12.95
Ross Johnston,L,L,116.0,3.0,10.0,13.0,-16.0,0.11,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.5,8.716666666666667
Rourke Chartier,L,C,43.0,2.0,1.0,3.0,-4.0,0.07,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,4.2,10.716666666666667
Rudolfs Balcers,L,L,78.0,14.0,14.0,28.0,-4.0,0.36,14.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,122.0,11.5,13.983333333333333
Ryan Carpenter,R,C,151.0,9.0,18.0,27.0,-32.0,0.18,9.0,26.0,0.0,1.0,0.0,0.0,0.0,2.0,142.0,6.3,11.483333333333333
Ryan Donato,L,C,223.0,42.0,46.0,88.0,-11.0,0.39,40.0,82.0,2.0,6.0,0.0,0.0,0.0,2.0,430.0,9.8,13.05
Ryan Dzingel,L,C,32.0,5.0,3.0,8.0,-5.0,0.25,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,15.6,13.716666666666667
Ryan Getzlaf,R,C,56.0,3.0,34.0,37.0,-14.0,0.66,1.0,26.0,2.0,11.0,0.0,0.0,0.0,1.0,104.0,2.9,18.95
Ryan Graves,L,D,223.0,17.0,51.0,68.0,35.0,0.3,17.0,66.0,0.0,0.0,0.0,2.0,0.0,3.0,329.0,5.2,19.716666666666665
Ryan Hartman,R,R,215.0,70.0,77.0,147.0,42.0,0.68,61.0,121.0,7.0,22.0,2.0,4.0,1.0,16.0,561.0,12.5,17.083333333333332
Ryan Johansen,R,C,197.0,51.0,63.0,114.0,-21.0,0.58,31.0,73.0,20.0,40.0,0.0,1.0,2.0,11.0,282.0,18.1,15.4
Ryan Johnson,L,D,41.0,0.0,7.0,7.0,3.0,0.17,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,13.866666666666667
Ryan Lindgren,L,D,217.0,8.0,42.0,50.0,69.0,0.23,7.0,48.0,0.0,0.0,1.0,2.0,0.0,2.0,221.0,3.6,19.466666666666665
Ryan Lomberg,L,L,212.0,26.0,19.0,45.0,2.0,0.21,25.0,43.0,1.0,1.0,0.0,1.0,0.0,4.0,293.0,8.9,10.716666666666667
Ryan McDonagh,L,D,216.0,9.0,69.0,78.0,46.0,0.36,9.0,73.0,0.0,5.0,0.0,0.0,1.0,2.0,254.0,3.5,21.916666666666668
Ryan McLeod,L,C,209.0,32.0,42.0,74.0,12.0,0.35,28.0,63.0,2.0,6.0,2.0,5.0,0.0,4.0,266.0,12.0,13.716666666666667
Ryan Merkley,R,D,39.0,1.0,5.0,6.0,-10.0,0.15,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,2.8,15.383333333333333
Ryan Murray,L,D,50.0,0.0,7.0,7.0,-7.0,0.14,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,13.833333333333334
Ryan Nugent-Hopkins,L,C,225.0,66.0,155.0,221.0,25.0,0.98,42.0,107.0,20.0,102.0,4.0,12.0,0.0,7.0,538.0,12.3,19.6
Ryan O'Reilly,L,C,213.0,63.0,94.0,157.0,-4.0,0.74,38.0,106.0,24.0,49.0,1.0,2.0,1.0,5.0,450.0,14.0,19.066666666666666
Ryan Poehling,L,C,187.0,27.0,32.0,59.0,-34.0,0.32,19.0,48.0,3.0,4.0,5.0,7.0,0.0,2.0,266.0,10.2,13.233333333333333
Ryan Pulock,R,D,196.0,15.0,51.0,66.0,13.0,0.34,10.0,48.0,5.0,17.0,0.0,1.0,0.0,2.0,338.0,4.4,21.45
Ryan Reaves,R,R,191.0,14.0,20.0,34.0,-32.0,0.18,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,11.9,9.483333333333333
Ryan Shea,L,D,31.0,1.0,0.0,1.0,1.0,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.9,12.616666666666667
Ryan Strome,R,C,235.0,47.0,89.0,136.0,-35.0,0.58,38.0,102.0,8.0,33.0,1.0,1.0,2.0,7.0,422.0,11.1,17.033333333333335
Ryan Suter,L,D,246.0,12.0,62.0,74.0,15.0,0.3,8.0,55.0,4.0,17.0,0.0,2.0,0.0,2.0,312.0,3.9,20.983333333333334
Ryker Evans,L,D,36.0,1.0,8.0,9.0,-5.0,0.25,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,44.0,2.3,19.183333333333334
Saku Maenalanen,L,R,64.0,4.0,6.0,10.0,0.0,0.16,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,6.6,10.333333333333334
Sam Bennett,L,C,203.0,64.0,66.0,130.0,49.0,0.64,50.0,99.0,14.0,30.0,0.0,1.0,1.0,12.0,605.0,10.6,16.966666666666665
Sam Carrick,R,C,193.0,24.0,18.0,42.0,-40.0,0.22,21.0,39.0,1.0,1.0,2.0,2.0,0.0,0.0,222.0,10.8,11.533333333333333
Sam Gagner,R,C,157.0,26.0,29.0,55.0,-10.0,0.35,24.0,49.0,1.0,5.0,1.0,1.0,0.0,4.0,258.0,10.1,12.566666666666666
Sam Lafferty,R,C,205.0,30.0,34.0,64.0,-23.0,0.31,25.0,58.0,0.0,0.0,5.0,6.0,0.0,5.0,260.0,11.5,13.266666666666667
Sam Malinski,R,D,23.0,3.0,7.0,10.0,3.0,0.43,2.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,31.0,9.7,14.233333333333333
Sam Reinhart,R,C,242.0,121.0,122.0,243.0,42.0,1.0,57.0,141.0,59.0,92.0,5.0,10.0,4.0,22.0,646.0,18.7,19.3
